TimeDelta,Length,Port,Protocol,Length,Info
0.000234,103,61214,TCP,103,"406  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.00023,103,61214,TCP,103,"1022  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000224,103,61214,TCP,103,"4900  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000213,103,61214,TCP,103,"2910  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000218,103,61214,TCP,103,"417  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000149,103,61214,TCP,103,"2967  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000145,103,61214,TCP,103,"2604  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.00015,103,61214,TCP,103,"406  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000145,103,61214,TCP,103,"1022  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000149,103,61214,TCP,103,"4900  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000145,103,61214,TCP,103,"2910  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000149,103,61214,TCP,103,"417  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000227,109,2366,TCP,109,61214  >  2366 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.00015,109,2161,TCP,109,61214  >  2161 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000152,109,20031,TCP,109,61214  >  20031 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000153,109,2366,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  2366 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000158,109,2161,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  2161 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000154,109,20031,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  20031 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000227,109,60443,TCP,109,61214  >  60443 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000151,109,1088,TCP,109,61214  >  1088 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000151,109,10025,TCP,109,61214  >  10025 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.00015,109,60443,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  60443 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000148,109,1088,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  1088 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000076,109,1088,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  1088 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000148,109,10025,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  10025 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000075,109,10025,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  10025 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000465,109,2869,TCP,109,61214  >  2869 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000151,109,2869,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  2869 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000228,103,61214,TCP,103,"2366  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000153,103,61214,TCP,103,"2161  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000221,103,61214,TCP,103,"20031  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.00023,103,61214,TCP,103,"60443  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000229,103,61214,TCP,103,"1088  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000218,103,61214,TCP,103,"10025  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000215,103,61214,TCP,103,"2869  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000144,109,7435,TCP,109,61214  >  7435 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000163,103,61214,TCP,103,"2366  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000153,103,61214,TCP,103,"2161  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000144,103,61214,TCP,103,"20031  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000143,103,61214,TCP,103,"60443  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000146,103,61214,TCP,103,"1088  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000146,103,61214,TCP,103,"10025  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000146,103,61214,TCP,103,"2869  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000144,109,7435,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  7435 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000219,109,106,TCP,109,61214  >  106 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000146,109,1036,TCP,109,61214  >  1036 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000146,109,3814,TCP,109,61214  >  3814 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000144,109,1036,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  1036 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000367,103,61214,TCP,103,"7435  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000215,109,3814,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  3814 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000143,109,2038,TCP,109,61214  >  2038 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000145,109,15742,TCP,109,61214  >  15742 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000145,109,5922,TCP,109,61214  >  5922 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000145,109,2038,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  2038 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000146,109,15742,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  15742 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000217,109,5922,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  5922 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000145,103,61214,TCP,103,"106  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000217,103,61214,TCP,103,"1036  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000146,103,61214,TCP,103,"3814  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000224,103,61214,TCP,103,"2038  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000468,103,61214,TCP,103,"15742  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000148,109,5922,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  5922 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000154,103,61214,TCP,103,"106  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.00015,103,61214,TCP,103,"1036  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000148,103,61214,TCP,103,"3814  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000162,103,61214,TCP,103,"2038  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000165,103,61214,TCP,103,"15742  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000241,109,5226,TCP,109,61214  >  5226 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000165,109,3986,TCP,109,61214  >  3986 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000154,103,61214,TCP,103,"5922  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000151,103,61214,TCP,103,"5922  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000152,109,5226,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  5226 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000148,109,3986,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  3986 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000217,109,5050,TCP,109,61214  >  5050 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000144,109,5959,TCP,109,61214  >  5959 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000225,109,5050,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  5050 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000146,109,5959,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  5959 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000219,109,873,TCP,109,61214  >  873 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000191,103,61214,TCP,103,"5226  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000226,103,61214,TCP,103,"3986  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000219,103,61214,TCP,103,"5050  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000217,103,61214,TCP,103,"5959  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000145,109,873,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  873 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000146,103,61214,TCP,103,"5226  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000144,103,61214,TCP,103,"3986  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000142,103,61214,TCP,103,"5050  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000146,103,61214,TCP,103,"5959  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000232,109,306,TCP,109,61214  >  306 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000148,109,1002,TCP,109,61214  >  1002 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.00015,109,2196,TCP,109,61214  >  2196 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000144,109,306,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  306 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000145,109,1002,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  1002 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000145,109,2196,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  2196 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000288,109,1328,TCP,109,61214  >  1328 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000145,103,61214,TCP,103,"306  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000146,109,8081,TCP,109,61214  >  8081 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000145,103,61214,TCP,103,"873  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000146,103,61214,TCP,103,"306  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000145,109,1328,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  1328 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000145,109,8081,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  8081 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000423,109,687,TCP,109,61214  >  687 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000145,109,17,TCP,109,61214  >  17 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000145,103,61214,TCP,103,"1002  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000223,103,61214,TCP,103,"2196  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000217,103,61214,TCP,103,"1328  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000217,103,61214,TCP,103,"8081  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000144,109,687,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  687 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000143,109,17,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  17 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.00015,103,61214,TCP,103,"1002  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000146,103,61214,TCP,103,"2196  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000145,103,61214,TCP,103,"1328  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000149,103,61214,TCP,103,"8081  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.00022,109,1145,TCP,109,61214  >  1145 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000144,103,61214,TCP,103,"687  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000217,103,61214,TCP,103,"17  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000144,109,1145,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  1145 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000143,103,61214,TCP,103,"687  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000148,103,61214,TCP,103,"17  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000216,109,1076,TCP,109,61214  >  1076 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000143,109,5987,TCP,109,61214  >  5987 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000219,103,61214,TCP,103,"1145  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000145,109,8194,TCP,109,61214  >  8194 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000146,109,5190,TCP,109,61214  >  5190 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000143,109,32,TCP,109,61214  >  32 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000146,109,1076,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  1076 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000145,103,61214,TCP,103,"1145  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000146,109,5987,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  5987 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000145,109,8194,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  8194 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000146,109,5190,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  5190 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000146,109,32,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  32 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000217,109,2103,TCP,109,61214  >  2103 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000143,109,5009,TCP,109,61214  >  5009 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000146,103,61214,TCP,103,"1076  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000072,109,2103,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  2103 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000144,109,5009,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  5009 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000218,109,1035,TCP,109,61214  >  1035 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000073,109,1035,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  1035 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000145,109,89,TCP,109,61214  >  89 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000145,109,5666,TCP,109,61214  >  5666 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000073,109,1035,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  1035 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000146,109,89,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  89 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000218,109,5666,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  5666 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000379,109,5822,TCP,109,61214  >  5822 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000071,109,5822,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  5822 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000146,109,5666,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  5666 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000145,109,5822,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  5822 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000288,103,61214,TCP,103,"1076  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000147,103,61214,TCP,103,"5987  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000217,103,61214,TCP,103,"8194  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000218,103,61214,TCP,103,"5190  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000219,103,61214,TCP,103,"32  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000219,103,61214,TCP,103,"2103  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000219,103,61214,TCP,103,"5009  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000218,103,61214,TCP,103,"1035  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000219,103,61214,TCP,103,"89  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000217,103,61214,TCP,103,"5666  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000217,103,61214,TCP,103,"5822  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000145,103,61214,TCP,103,"1076  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000146,103,61214,TCP,103,"5987  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000144,103,61214,TCP,103,"8194  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000143,103,61214,TCP,103,"5190  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000145,103,61214,TCP,103,"32  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000151,103,61214,TCP,103,"2103  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000145,103,61214,TCP,103,"5009  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000146,103,61214,TCP,103,"1035  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000143,103,61214,TCP,103,"89  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000146,103,61214,TCP,103,"5666  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000145,103,61214,TCP,103,"5822  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000218,109,464,TCP,109,61214  >  464 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000144,109,4242,TCP,109,61214  >  4242 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000072,109,4242,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  4242 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000143,109,464,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  464 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000145,109,4242,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  4242 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000218,109,1141,TCP,109,61214  >  1141 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000145,109,79,TCP,109,61214  >  79 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000144,109,2301,TCP,109,61214  >  2301 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000072,109,1141,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  1141 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000144,109,79,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  79 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000217,109,2301,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  2301 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000073,109,2301,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  2301 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000259,109,2301,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  2301 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000146,109,1287,TCP,109,61214  >  1287 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000146,103,61214,TCP,103,"464  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000217,103,61214,TCP,103,"4242  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000217,103,61214,TCP,103,"1141  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.00022,103,61214,TCP,103,"79  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000145,109,2301,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  2301 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000144,109,1287,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  1287 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000146,103,61214,TCP,103,"464  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000146,103,61214,TCP,103,"4242  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000145,103,61214,TCP,103,"1141  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000146,103,61214,TCP,103,"79  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.00022,109,16001,TCP,109,61214  >  16001 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000146,109,1042,TCP,109,61214  >  1042 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000073,109,1042,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  1042 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000146,109,16001,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  16001 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000074,109,1040,TCP,109,61214  >  1040 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000146,109,1111,TCP,109,61214  >  1111 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000146,103,61214,TCP,103,"2301  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000219,103,61214,TCP,103,"1287  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000146,109,16001,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  16001 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000147,109,1042,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  1042 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000146,109,1040,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  1040 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000146,109,1111,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  1111 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000144,103,61214,TCP,103,"2301  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000146,103,61214,TCP,103,"1287  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000219,109,1080,TCP,109,61214  >  1080 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000144,109,9944,TCP,109,61214  >  9944 [SYN] Seq=0 Win=1024 Len=0 MSS=1400
0.000072,109,9944,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  9944 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000072,103,61214,TCP,103,"16001  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000072,103,61214,TCP,103,"16001  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.00015,103,61214,TCP,103,"1042  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000222,103,61214,TCP,103,"1040  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000228,103,61214,TCP,103,"1111  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000161,109,1080,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  1080 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000153,103,61214,TCP,103,"16001  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000146,103,61214,TCP,103,"1042  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000146,103,61214,TCP,103,"1040  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000145,103,61214,TCP,103,"1111  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000072,103,61214,TCP,103,"1111  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000221,103,61214,TCP,103,"1080  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.00033,109,9944,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  9944 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000145,103,61214,TCP,103,"1080  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000142,109,9944,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  9944 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000216,109,9944,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  9944 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000145,103,61214,TCP,103,"9944  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000194,103,61214,TCP,103,"9944  >  61214 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000218,109,9944,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  9944 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000145,109,9944,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 61214  >  9944 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
