TimeDelta,Length,Port,Protocol,Length,Info
0.000232,109,1110,TCP,109,40178  >  1110 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000151,109,8300,TCP,109,40178  >  8300 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000153,109,1086,TCP,109,40178  >  1086 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000156,109,1110,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 40178  >  1110 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000151,109,8300,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 40178  >  8300 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000157,109,1086,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 40178  >  1086 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000217,109,9595,TCP,109,40178  >  9595 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000144,109,2068,TCP,109,40178  >  2068 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000286,109,2068,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 40178  >  2068 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000218,109,9943,TCP,109,40178  >  9943 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000145,109,7435,TCP,109,40178  >  7435 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000145,109,8600,TCP,109,40178  >  8600 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000145,109,30000,TCP,109,"40178  >  30000 [SYN, RST, PSH, ECE, AE, Reserved] Seq=0 Win=1024, bogus TCP header length (12, must be at least 20)"
0.000143,109,7435,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 40178  >  7435 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000145,109,8600,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 40178  >  8600 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000217,109,30000,TCP,109,[TCP Port numbers reused] 40178  >  30000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000298,109,1041,TCP,109,40178  >  1041 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000287,109,1041,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 40178  >  1041 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000218,103,40178,TCP,103,"3766  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000216,103,40178,TCP,103,"27715  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000217,103,40178,TCP,103,"1132  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000217,103,40178,TCP,103,"407  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000225,103,40178,TCP,103,"3703  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.00022,103,40178,TCP,103,"1110  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000218,103,40178,TCP,103,"8300  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000219,103,40178,TCP,103,"1086  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000219,103,40178,TCP,103,"9595  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000225,103,40178,TCP,103,"2068  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000225,103,40178,TCP,103,"9943  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000227,103,40178,TCP,103,"7435  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000224,103,40178,TCP,103,"8600  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000224,103,40178,TCP,103,"30000  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000229,103,40178,TCP,103,"1041  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.00015,103,40178,TCP,103,"3766  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000149,103,40178,TCP,103,"27715  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000151,103,40178,TCP,103,"1132  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000318,103,40178,TCP,103,"407  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000152,103,40178,TCP,103,"3703  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000144,103,40178,TCP,103,"1110  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000144,103,40178,TCP,103,"8300  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000142,103,40178,TCP,103,"1086  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000148,103,40178,TCP,103,"9595  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000149,103,40178,TCP,103,"2068  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000142,103,40178,TCP,103,"9943  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.00015,103,40178,TCP,103,"7435  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000144,103,40178,TCP,103,"8600  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000146,103,40178,TCP,103,"30000  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000145,103,40178,TCP,103,"1041  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000223,109,1187,TCP,109,40178  >  1187 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000148,109,2100,TCP,109,40178  >  2100 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.00029,109,2100,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 40178  >  2100 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.00022,109,5550,TCP,109,40178  >  5550 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000143,109,6881,TCP,109,40178  >  6881 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000149,109,13456,TCP,109,40178  >  13456 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000143,109,5550,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 40178  >  5550 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000145,109,6881,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 40178  >  6881 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000148,109,13456,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 40178  >  13456 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000235,109,11110,TCP,109,40178  >  11110 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000167,109,5544,TCP,109,40178  >  5544 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000159,109,3030,TCP,109,40178  >  3030 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000154,109,11110,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 40178  >  11110 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000151,109,5544,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 40178  >  5544 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000153,109,3030,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 40178  >  3030 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000235,109,52673,TCP,109,40178  >  52673 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000149,109,2170,TCP,109,40178  >  2170 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000148,109,1061,TCP,109,40178  >  1061 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000146,109,52673,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 40178  >  52673 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000348,109,2170,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 40178  >  2170 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000151,109,1061,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 40178  >  1061 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000217,103,40178,TCP,103,"1187  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000222,103,40178,TCP,103,"2100  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000224,103,40178,TCP,103,"5550  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000283,103,40178,TCP,103,"6881  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000228,103,40178,TCP,103,"13456  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000226,103,40178,TCP,103,"11110  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000227,103,40178,TCP,103,"5544  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000231,103,40178,TCP,103,"3030  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000217,103,40178,TCP,103,"52673  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000229,103,40178,TCP,103,"2170  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000226,103,40178,TCP,103,"1061  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000148,103,40178,TCP,103,"1187  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000152,103,40178,TCP,103,"2100  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000149,103,40178,TCP,103,"5550  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000153,103,40178,TCP,103,"6881  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000155,103,40178,TCP,103,"13456  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000147,103,40178,TCP,103,"11110  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000154,103,40178,TCP,103,"5544  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000149,103,40178,TCP,103,"3030  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000151,103,40178,TCP,103,"52673  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000149,103,40178,TCP,103,"2170  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000149,103,40178,TCP,103,"1061  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000345,109,88,TCP,109,40178  >  88 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000144,109,8031,TCP,109,40178  >  8031 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000144,109,999,TCP,109,40178  >  999 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000143,109,88,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 40178  >  88 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000145,109,8031,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 40178  >  8031 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000144,109,999,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 40178  >  999 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000217,109,211,TCP,109,40178  >  211 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000146,109,3690,TCP,109,40178  >  3690 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.00022,109,56737,TCP,109,40178  >  56737 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000143,109,1046,TCP,109,40178  >  1046 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000145,109,8084,TCP,109,40178  >  8084 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000146,109,2005,TCP,109,40178  >  2005 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000367,103,40178,TCP,103,"88  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000157,103,40178,TCP,103,"8031  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000236,103,40178,TCP,103,"999  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000157,109,1085,TCP,109,40178  >  1085 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000153,109,211,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 40178  >  211 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000152,109,3690,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 40178  >  3690 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000152,109,56737,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 40178  >  56737 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000144,109,1046,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 40178  >  1046 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000148,109,8084,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 40178  >  8084 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000144,109,2005,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 40178  >  2005 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000149,103,40178,TCP,103,"88  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000146,109,1085,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 40178  >  1085 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000145,103,40178,TCP,103,"8031  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000146,103,40178,TCP,103,"999  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000225,109,58080,TCP,109,40178  >  58080 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000149,103,40178,TCP,103,"211  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000161,109,58080,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 40178  >  58080 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000147,103,40178,TCP,103,"211  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000227,109,990,TCP,109,40178  >  990 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000157,109,3880,TCP,109,40178  >  3880 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000153,109,990,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 40178  >  990 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000155,109,3880,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 40178  >  3880 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000224,109,9102,TCP,109,40178  >  9102 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000217,103,40178,TCP,103,"3690  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.00024,103,40178,TCP,103,"56737  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000237,103,40178,TCP,103,"1046  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000229,103,40178,TCP,103,"8084  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.00023,103,40178,TCP,103,"2005  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000218,103,40178,TCP,103,"1085  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000222,103,40178,TCP,103,"58080  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000223,103,40178,TCP,103,"990  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000222,103,40178,TCP,103,"3880  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000146,109,9102,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 40178  >  9102 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000149,103,40178,TCP,103,"3690  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000145,103,40178,TCP,103,"56737  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000145,103,40178,TCP,103,"1046  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000139,103,40178,TCP,103,"8084  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000147,103,40178,TCP,103,"2005  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000145,103,40178,TCP,103,"1085  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000145,103,40178,TCP,103,"58080  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000146,103,40178,TCP,103,"990  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000146,103,40178,TCP,103,"3880  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000213,109,3689,TCP,109,40178  >  3689 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.00014,109,777,TCP,109,40178  >  777 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000141,109,3689,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 40178  >  3689 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000151,109,777,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 40178  >  777 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000212,103,40178,TCP,103,"9102  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000366,109,8899,TCP,109,40178  >  8899 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000146,109,8899,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 40178  >  8899 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000144,103,40178,TCP,103,"9102  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000218,109,1217,TCP,109,40178  >  1217 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000144,103,40178,TCP,103,"3689  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000218,103,40178,TCP,103,"777  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000144,103,40178,TCP,103,"8899  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000145,109,1217,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 40178  >  1217 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000145,103,40178,TCP,103,"3689  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000073,103,40178,TCP,103,"3689  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000145,103,40178,TCP,103,"777  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000144,103,40178,TCP,103,"8899  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000217,103,40178,TCP,103,"1217  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000146,109,4005,TCP,109,40178  >  4005 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000143,103,40178,TCP,103,"1217  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000145,109,4005,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 40178  >  4005 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000217,109,4005,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 40178  >  4005 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000145,109,464,TCP,109,40178  >  464 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000144,103,40178,TCP,103,"4005  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000145,103,40178,TCP,103,"4005  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000073,109,464,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 40178  >  464 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000145,109,464,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 40178  >  464 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000145,109,464,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 40178  >  464 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000145,103,40178,TCP,103,"4005  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000145,103,40178,TCP,103,"4005  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000072,103,40178,TCP,103,"4005  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.00015,103,40178,TCP,103,"4005  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000074,103,40178,TCP,103,"4005  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000223,103,40178,TCP,103,"4005  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000151,103,40178,TCP,103,"4005  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000163,109,464,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 40178  >  464 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000152,103,40178,TCP,103,"464  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000722,109,4003,TCP,109,40178  >  4003 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000075,109,4003,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 40178  >  4003 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000073,109,4003,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 40178  >  4003 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000073,109,4003,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 40178  >  4003 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000115,109,4003,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 40178  >  4003 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000949,109,4003,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 40178  >  4003 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.001382,109,4003,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 40178  >  4003 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.00321,109,4003,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 40178  >  4003 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000185,109,10082,TCP,109,40178  >  10082 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000222,109,4003,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 40178  >  4003 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000148,109,10082,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 40178  >  10082 [SYN] Seq=0 Win=1024 Len=0
0.000264,109,10082,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 40178  >  10082 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000147,109,3527,TCP,109,40178  >  3527 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000197,103,40178,TCP,103,"4003  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.00022,103,40178,TCP,103,"10082  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000195,109,3527,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 40178  >  3527 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000145,103,40178,TCP,103,"4003  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000145,103,40178,TCP,103,"10082  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000217,109,57797,TCP,109,40178  >  57797 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000194,103,40178,TCP,103,"3527  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000144,109,64623,TCP,109,40178  >  64623 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000146,103,40178,TCP,103,"3527  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000196,109,57797,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 40178  >  57797 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000147,109,64623,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 40178  >  64623 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000217,109,5631,TCP,109,40178  >  5631 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000196,109,691,TCP,109,40178  >  691 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000146,109,5631,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 40178  >  5631 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000147,109,691,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 40178  >  691 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000218,109,515,TCP,109,40178  >  515 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000197,109,5811,TCP,109,40178  >  5811 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000146,109,6006,TCP,109,40178  >  6006 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000144,109,515,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 40178  >  515 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000145,109,5811,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 40178  >  5811 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000256,109,6006,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 40178  >  6006 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000235,103,40178,TCP,103,"57797  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000234,103,40178,TCP,103,"64623  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000232,103,40178,TCP,103,"5631  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000232,103,40178,TCP,103,"691  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000267,109,9500,TCP,109,40178  >  9500 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000147,103,40178,TCP,103,"57797  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000152,109,9500,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 40178  >  9500 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000144,103,40178,TCP,103,"64623  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.00015,103,40178,TCP,103,"5631  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000145,103,40178,TCP,103,"691  >  40178 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
0.000221,109,1277,TCP,109,40178  >  1277 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000246,109,1147,TCP,109,40178  >  1147 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000149,109,1277,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 40178  >  1277 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
0.000145,109,1147,TCP,109,[TCP Retransmission] [TCP Port numbers reused] 40178  >  1147 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
