0,  400
1,  400
2,  409
3,  400
4,  400
5,  409
6,  409
7,  409
8,  409
9,  409
10,  409
11,  409
12,  409
13,  409
14,  409
15,  409
16,  409
17,  409
18,  409
19,  162
20,  158
21,  158
22,  194
23,  194
24,  158
25,  138
26,  162
27,  403
28,  403
29,  403
30,  403
31,  403
32,  403
33,  403
34,  403
35,  481
36,  484
37,  484
38,  480
39,  481
40,  480
41,  480
42,  481
43,  480
44,  480
45,  480
46,  481
47,  190
48,  480
49,  484
50,  158
51,  158
52,  194
53,  194
54,  158
55,  138
56,  158
57,  158
58,  194
59,  194
60,  194
61,  194
62,  194
63,  194
64,  194
65,  194
66,  198
67,  485
68,  400
69,  400
70,  409
71,  409
72,  403
73,  198
74,  484
75,  198
76,  403
77,  403
78,  403
79,  403
80,  403
81,  403
82,  403
83,  403
84,  484
85,  198
86,  105
87,  105
88,  105
89,  105
90,  485
91,  485
92,  198
93,  484
94,  198
95,  480
96,  485
97,  480
98,  485
99,  480
100,  485
101,  103
102,  103
103,  484
104,  198
105,  484
106,  198
107,  166
108,  485
109,  485
110,  485
111,  484
112,  484
113,  484
114,  198
115,  198
116,  484
117,  198
118,  485
119,  485
120,  198
121,  484
122,  198
123,  484
124,  198
125,  485
126,  485
127,  198
128,  484
129,  198
130,  484
131,  198
132,  198
133,  198
134,  198
135,  198
136,  485
137,  485
138,  198
139,  484
140,  198
141,  484
142,  198
143,  485
144,  198
145,  119
146,  198
147,  119
148,  119
149,  484
150,  484
151,  484
152,  119
153,  198
154,  119
155,  484
156,  198
157,  485
158,  198
159,  484
160,  484
161,  484
162,  198
163,  484
164,  159
165,  198
166,  119
167,  119
168,  119
169,  119
170,  119
171,  119
172,  119
173,  485
174,  485
175,  485
176,  119
177,  119
178,  119
179,  484
180,  484
181,  480
182,  484
183,  480
184,  484
185,  480
186,  484
187,  480
188,  484
189,  480
190,  484
191,  485
192,  159
193,  481
194,  484
195,  484
196,  484
197,  485
198,  194
199,  158
200,  194
201,  194
202,  194
203,  194
204,  162
205,  158
206,  198
207,  485
208,  484
209,  194
210,  158
211,  194
212,  194
213,  194
214,  194
215,  162
216,  158
217,  198
218,  480
219,  485
220,  485
221,  484
222,  484
223,  484
224,  194
225,  158
226,  194
227,  194
228,  194
229,  194
230,  162
231,  158
232,  194
233,  194
234,  194
235,  194
236,  194
237,  198
238,  119
239,  484
240,  484
241,  480
242,  485
243,  198
244,  198
245,  484
246,  484
247,  484
248,  484
249,  461
250,  198
251,  198
252,  198
253,  484
254,  198
255,  485
256,  485
257,  485
258,  138
259,  198
260,  484
261,  198
262,  484
263,  194
264,  198
265,  485
266,  198
267,  484
268,  198
269,  119
270,  484
271,  484
272,  198
273,  119
274,  119
275,  485
276,  198
277,  198
278,  484
279,  484
280,  484
281,  198
282,  484
283,  198
284,  485
285,  198
286,  484
287,  198
288,  484
289,  484
290,  198
291,  485
292,  198
293,  484
294,  198
295,  484
296,  119
297,  484
298,  484
299,  484
300,  484
301,  484
302,  484
303,  194
304,  166
305,  119
306,  119
307,  485
308,  198
309,  484
310,  198
311,  484
312,  484
313,  198
314,  485
315,  198
316,  484
317,  198
318,  484
319,  198
320,  198
321,  198
322,  485
323,  198
324,  484
325,  119
326,  194
327,  198
328,  119
329,  119
330,  484
331,  484
332,  194
333,  198
334,  484
335,  194
336,  194
337,  194
338,  484
339,  485
340,  194
341,  194
342,  194
343,  194
344,  198
345,  480
346,  484
347,  485
348,  194
349,  194
350,  194
351,  194
352,  198
353,  484
354,  484
355,  484
356,  119
357,  194
