0,  1441
1,  119
2,  398
3,  194
4,  1441
5,  1441
6,  1441
7,  1441
8,  1441
9,  1441
10,  1441
11,  1441
12,  1441
13,  1441
14,  1435
15,  1441
16,  1441
17,  1441
18,  1441
19,  1441
20,  1441
21,  1441
22,  1441
23,  1441
24,  1441
25,  1441
26,  1441
27,  1441
28,  1441
29,  1441
30,  1441
31,  1397
32,  1441
33,  1441
34,  111
35,  1441
36,  1441
37,  111
38,  111
39,  111
40,  1441
41,  1441
42,  1441
43,  1441
44,  1441
45,  1441
46,  1441
47,  111
48,  111
49,  1441
50,  612
51,  1441
52,  1302
53,  111
54,  111
55,  111
56,  111
57,  111
58,  111
59,  111
60,  111
61,  111
62,  111
63,  1441
64,  1250
65,  111
66,  1339
67,  118
68,  118
69,  111
70,  1441
71,  1164
72,  1164
73,  228
74,  228
75,  228
76,  228
77,  495
78,  111
79,  228
80,  111
81,  458
82,  132
83,  119
84,  1441
85,  1175
86,  382
87,  228
88,  111
89,  111
90,  119
91,  406
92,  385
93,  385
94,  1308
95,  154
96,  154
97,  154
98,  154
99,  154
100,  154
101,  154
102,  448
103,  448
104,  448
105,  448
106,  1441
107,  111
108,  1441
109,  448
110,  1441
111,  1127
112,  111
113,  149
114,  1441
115,  1181
116,  111
117,  1441
118,  1230
119,  111
120,  1269
121,  1269
122,  111
123,  1441
124,  1102
125,  115
126,  111
127,  1441
128,  1162
129,  111
130,  115
131,  175
132,  111
133,  1441
134,  1279
135,  111
136,  1393
137,  124
138,  1441
139,  1200
140,  111
141,  1441
142,  1441
143,  1441
144,  1441
145,  1441
146,  1088
147,  111
148,  1441
149,  1165
150,  111
151,  1386
152,  382
153,  119
154,  1441
155,  1259
156,  111
157,  391
158,  1441
159,  1253
160,  385
161,  111
162,  1441
163,  1226
164,  111
165,  1441
166,  1168
167,  1168
168,  111
169,  1294
170,  111
171,  1441
172,  1118
173,  111
174,  1441
175,  1180
176,  1441
177,  1171
178,  111
179,  111
180,  1298
181,  111
182,  1441
183,  1174
184,  111
185,  1441
186,  1145
187,  111
188,  1441
189,  1166
190,  124
191,  1441
192,  1235
193,  111
194,  1404
195,  1404
196,  111
197,  111
198,  1441
199,  1376
200,  132
201,  111
202,  119
203,  1441
204,  1441
205,  1441
206,  115
207,  111
208,  1423
209,  111
210,  1441
211,  1441
212,  1207
213,  115
214,  103
215,  103
216,  111
217,  1441
218,  1266
219,  1441
220,  1433
221,  103
222,  103
223,  1441
224,  1279
225,  111
226,  1383
227,  1441
228,  1422
229,  1441
230,  1441
231,  571
232,  111
233,  1441
234,  1441
235,  1441
236,  585
237,  1441
238,  297
239,  1441
240,  1441
241,  1441
242,  174
243,  111
244,  1441
245,  1441
246,  1203
247,  228
248,  495
249,  1441
250,  1242
251,  111
252,  1441
253,  1202
254,  228
255,  1293
256,  382
257,  366
258,  366
259,  391
260,  1441
261,  1112
262,  385
263,  385
264,  1441
265,  1196
266,  1441
267,  1269
268,  1387
269,  1441
270,  1273
271,  1441
272,  1207
273,  1441
274,  1168
275,  124
276,  1383
277,  1383
278,  1383
279,  111
280,  1441
281,  1258
282,  124
283,  111
284,  1441
285,  1427
286,  111
287,  1441
288,  1301
289,  1426
290,  1203
291,  1441
292,  1178
293,  119
294,  119
295,  1441
296,  1232
297,  382
298,  391
299,  1441
300,  1173
301,  385
302,  1384
303,  111
304,  1441
305,  1161
306,  387
307,  639
308,  109
309,  111
310,  1441
311,  1226
312,  107
313,  111
314,  1441
315,  1316
316,  219
317,  136
318,  91
319,  91
320,  91
321,  91
322,  91
323,  311
324,  126
325,  119
326,  119
327,  1441
328,  196
329,  109
330,  111
331,  1441
332,  1441
333,  180
334,  111
335,  1441
336,  1441
337,  1441
338,  1441
339,  1441
340,  1441
341,  1308
342,  111
343,  1441
344,  1262
345,  107
346,  91
347,  91
348,  111
349,  134
350,  169
351,  169
352,  169
353,  169
354,  169
355,  1441
356,  1441
357,  1154
358,  109
359,  109
360,  109
361,  109
362,  109
363,  109
364,  109
365,  109
366,  103
367,  103
368,  109
369,  109
370,  109
371,  109
372,  103
373,  103
374,  109
375,  109
376,  109
377,  109
378,  103
379,  103
380,  109
381,  109
382,  103
383,  103
384,  109
385,  109
386,  109
387,  109
388,  109
389,  109
390,  109
391,  109
392,  109
393,  109
394,  109
395,  103
396,  103
397,  103
398,  103
399,  103
400,  103
401,  103
402,  103
403,  109
404,  109
405,  109
406,  109
407,  109
408,  109
409,  103
410,  103
411,  103
412,  103
413,  103
414,  103
415,  109
416,  109
417,  109
418,  103
419,  103
420,  109
421,  109
422,  103
423,  103
424,  109
425,  109
426,  103
427,  103
428,  103
429,  111
430,  109
431,  109
432,  103
433,  103
434,  103
435,  103
436,  103
437,  103
438,  103
439,  109
440,  109
441,  109
442,  109
443,  109
444,  109
445,  109
446,  109
447,  109
448,  109
449,  103
450,  103
451,  103
452,  103
453,  103
454,  103
455,  103
456,  103
457,  103
458,  109
459,  109
460,  109
461,  109
462,  109
463,  109
464,  109
465,  109
466,  109
467,  109
468,  109
469,  109
470,  109
471,  109
472,  109
473,  109
474,  109
475,  109
476,  109
477,  109
478,  109
479,  109
480,  109
481,  109
482,  109
483,  103
484,  103
485,  103
486,  103
487,  103
488,  103
489,  103
490,  103
491,  103
492,  103
493,  103
494,  103
495,  103
496,  103
497,  103
498,  109
499,  109
500,  109
501,  109
502,  109
503,  109
504,  109
505,  109
506,  109
507,  109
508,  109
509,  109
510,  103
511,  103
512,  109
513,  109
514,  109
515,  109
516,  109
517,  103
518,  103
519,  103
520,  103
521,  103
522,  103
523,  103
524,  103
525,  103
526,  103
527,  103
528,  109
529,  103
530,  103
531,  103
532,  103
533,  109
534,  103
535,  103
536,  103
537,  103
538,  103
539,  103
540,  103
541,  109
542,  109
543,  109
544,  1328
545,  103
546,  109
547,  109
548,  103
549,  109
550,  109
551,  109
552,  109
553,  109
554,  103
555,  103
556,  103
557,  103
558,  109
559,  103
560,  103
561,  103
562,  109
563,  109
564,  103
565,  109
566,  103
567,  109
568,  109
569,  109
570,  109
571,  109
572,  109
573,  109
574,  109
575,  109
576,  109
577,  103
578,  103
579,  103
580,  109
581,  103
