TimeDelta,Length,Port,Attack
0.000275000,1483,443,0
0.000278000,205,443,0
0.032679000,115,36646,0
0.000193000,115,36646,0
0.000147000,115,36646,0
0.000146000,115,36646,0
0.000218000,115,36646,0
0.085893000,1256,443,0
0.033200000,115,36646,0
0.048385000,203,36646,0
0.002065000,115,443,0
0.006926000,115,443,0
0.004020000,199,36646,0
0.000166000,199,36646,0
0.000149000,167,36646,0
0.001306000,115,443,0
0.005014000,189,36646,0
0.000202000,159,36646,0
0.001608000,115,443,0
0.027292000,1483,443,0
0.000313000,1483,443,0
0.000230000,262,443,0
0.000273000,1483,443,0
0.000220000,205,443,0
0.000259000,1483,443,0
0.000272000,1483,443,0
0.000219000,262,443,0
0.000264000,1483,443,0
0.000432000,1483,443,0
0.000192000,205,443,0
